Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2016-17,2017-18,2018-19,2019-20,2020-21,Source document,Source table,URL
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.10: Agricultural Resources,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),"Stronger Farmers, Stronger Economy – a fairer go for farm businesses – farm cooperatives and collaboration pilot",6888,6188,0,0,0,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.10: Agricultural Resources,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),"Wine Tourism and 
Cellar Door Grant",0,0,0,10000,10000,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.10: Agricultural Resources,Administered expenses,Special appropriations,"Agricultural and Veterinary Chemicals (Administration) Act 1992, s. 58(6) – amounts payable to the APVMA",30770,33366,33928,34508,35098,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.10: Agricultural Resources,Administered expenses,Special appropriations,"Australian Grape and Wine Authority Act 2013, s. 32 – payments to the Authority",30971,30825,30825,30825,30825,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.10: Agricultural Resources,Administered expenses,Special appropriations,"Egg Industry Service Provision Act 2002, s. 8(1) – payments under funding contract",8907,10020,10623,10829,11149,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.10: Agricultural Resources,Administered expenses,Special appropriations,"Primary Industries Research and Development Act 1989, s. 30(3) – Cotton R&D Corporation",14409,21033,21153,15998,15594,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.10: Agricultural Resources,Administered expenses,Special appropriations,"Primary Industries Research and Development Act 1989, s. 30(3) – Rural Industries R&D Corporation ",7457,11433,10854,10659,10717,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.10: Agricultural Resources,Administered expenses,Special appropriations,"Sugar Research and Development Services Act 2013, s. 7 – payment to industry services body",32988,31194,30795,30795,30789,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.11: Drought Problems,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),Drought Recovery Concessional Loan Scheme – administration,740,0,0,0,0,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.11: Drought Problems,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),Drought Concessional Loans Scheme – administration,635,0,0,0,0,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.11: Drought Problems,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),Farm Business Concessional Loans Scheme,6250,6250,6250,6250,6250,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.11: Drought Problems,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),Regional Investment Corporation,0,0,5295,5738,6161,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.11: Drought Problems,Administered expenses,Special appropriations,"Farm Household Support Act 1992, s. 57(3) [Repealed by 
Act 13 of 2014]

s. 105 – payments for Farm Household Allowance",23,0,0,0,0,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.12: Rural Programs,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),Rural Financial Counselling Service,17297,16442,16672,16940,17195,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Agriculture Portfolio,Department of Agriculture,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",Program 1.12: Rural Programs,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),"Stronger Farmers, Stronger Economy – new drought management framework – 
managing farm risk program",3110,5550,5475,0,0,2017-18 PBS - Agriculture for data.xlsx,DoAWR Table 2.1 Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
